0, 1525238943.399421417, 1525238943.399481378
0, 1525238943.433032066, 1525238943.433082367
0, 1525238943.466590025, 1525238943.466611685
0, 1525238943.500049603, 1525238943.500107553
0, 1525238943.533609341, 1525238943.533624271
0, 1525238943.567172720, 1525238943.567195470
0, 1525238943.600669028, 1525238943.600684858
0, 1525238943.634135745, 1525238943.634185576
0, 1525238943.667745204, 1525238943.667793215
0, 1525238943.701340293, 1525238943.701387534
0, 1525238943.734897772, 1525238943.734926702
0, 1525238943.768399670, 1525238943.768472360
0, 1525238943.802217031, 1525238943.802254471
0, 1525238943.835756149, 1525238943.835787609
0, 1525238943.869370768, 1525238943.869410118
0, 1525238943.902969507, 1525238943.903014307
0, 1525238943.936509075, 1525238943.936533635
0, 1525238943.970007003, 1525238943.970028123
0, 1525238944.003497991, 1525238944.003522041
0, 1525238944.037039620, 1525238944.037096040
0, 1525238944.070682879, 1525238944.070697259
0, 1525238944.104204527, 1525238944.104238717
0, 1525238944.137713475, 1525238944.137738825
0, 1525238944.171193223, 1525238944.171253213
0, 1525238944.204842912, 1525238944.204885182
0, 1525238944.238417161, 1525238944.238461301
0, 1525238944.271950249, 1525238944.271974359
0, 1525238944.305549708, 1525238944.305592958
0, 1525238944.339233497, 1525238944.339268567
0, 1525238944.372788876, 1525238944.372828686
0, 1525238944.406287534, 1525238944.406302374
0, 1525238944.439766801, 1525238944.439808392
0, 1525238944.473360910, 1525238944.473378130
0, 1525238944.506862368, 1525238944.506885498
0, 1525238944.540381866, 1525238944.540416167
0, 1525238944.573919555, 1525238944.574009535
0, 1525238944.607628774, 1525238944.607670705
0, 1525238944.641215453, 1525238944.641260393
0, 1525238944.674749101, 1525238944.674770051
0, 1525238944.708202029, 1525238944.708263669
0, 1525238944.741825588, 1525238944.741846978
0, 1525238944.775376196, 1525238944.775404186
0, 1525238944.808912965, 1525238944.808952615
0, 1525238944.842453043, 1525238944.842492993
0, 1525238944.876103752, 1525238944.876136182
0, 1525238944.909791862, 1525238944.909814192
0, 1525238944.943292310, 1525238944.943306720
0, 1525238944.976745397, 1525238944.976792948
0, 1525238945.010393646, 1525238945.010420087
0, 1525238945.043936515, 1525238945.043963715
0, 1525238945.077448233, 1525238945.077470603
0, 1525238945.110949301, 1525238945.111033211
0, 1525238945.144652090, 1525238945.144666430
0, 1525238945.178159658, 1525238945.178177738
0, 1525238945.211645126, 1525238945.211662956
0, 1525238945.245120884, 1525238945.245186824
0, 1525238945.278723502, 1525238945.278741943
0, 1525238945.312217930, 1525238945.312241370
0, 1525238945.345748318, 1525238945.345779989
0, 1525238945.379244466, 1525238945.379315507
0, 1525238945.412878015, 1525238945.412945696
0, 1525238945.446450664, 1525238945.446473604
0, 1525238945.479942302, 1525238945.479966242
0, 1525238945.513455430, 1525238945.513504460
0, 1525238945.547024588, 1525238945.547076269
0, 1525238945.580534036, 1525238945.580582337
0, 1525238945.614041284, 1525238945.614078024
0, 1525238945.647575742, 1525238945.647611123
0, 1525238945.681156511, 1525238945.681171631
0, 1525238945.714642939, 1525238945.714661239
0, 1525238945.748127476, 1525238945.748163497
0, 1525238945.781612434, 1525238945.781663405
0, 1525238945.815366284, 1525238945.815393714
0, 1525238945.848919243, 1525238945.848946353
0, 1525238945.882451101, 1525238945.882489251
0, 1525238945.916001989, 1525238945.916042849
0, 1525238945.949598648, 1525238945.949636108
0, 1525238945.983127696, 1525238945.983149786
0, 1525238946.016663074, 1525238946.016703074
0, 1525238946.050162382, 1525238946.050199702
0, 1525238946.083787731, 1525238946.083808371
0, 1525238946.117299559, 1525238946.117321509
0, 1525238946.150813427, 1525238946.150857927
0, 1525238946.184355225, 1525238946.184444296
0, 1525238946.217961954, 1525238946.217996344
0, 1525238946.251488342, 1525238946.251510492
0, 1525238946.284989490, 1525238946.285010610
0, 1525238946.318473517, 1525238946.318511428
0, 1525238946.352109166, 1525238946.352127656
0, 1525238946.385614804, 1525238946.385640624
0, 1525238946.419157262, 1525238946.419194003
0, 1525238946.452714291, 1525238946.452740911
0, 1525238946.486231279, 1525238946.486245169
0, 1525238946.519804907, 1525238946.519833907
0, 1525238946.553262634, 1525238946.553279415
0, 1525238946.586732912, 1525238946.586779372
0, 1525238946.620426802, 1525238946.620480802
0, 1525238946.654000420, 1525238946.654027460
0, 1525238946.687505708, 1525238946.687553948
0, 1525238946.721063686, 1525238946.721124257
0, 1525238946.754674655, 1525238946.754704925
0, 1525238946.788284554, 1525238946.788306164
0, 1525238946.821834322, 1525238946.821870802
0, 1525238946.855373320, 1525238946.855412300
0, 1525238946.888939749, 1525238946.888962319
0, 1525238946.922546547, 1525238946.922569557
0, 1525238946.956091685, 1525238946.956126196
0, 1525238946.989603633, 1525238946.989678144
0, 1525238947.023202332, 1525238947.023231752
0, 1525238947.056749570, 1525238947.056794711
0, 1525238947.090306468, 1525238947.090351459
0, 1525238947.123864147, 1525238947.123951047
0, 1525238947.157503186, 1525238947.157552736
0, 1525238947.191056804, 1525238947.191085094
0, 1525238947.224622512, 1525238947.224650942
0, 1525238947.258148330, 1525238947.258225021
0, 1525238947.291724969, 1525238947.291740289
0, 1525238947.325237816, 1525238947.325253747
0, 1525238947.358967806, 1525238947.359012957
0, 1525238947.392485184, 1525238947.392536985
0, 1525238947.426144803, 1525238947.426172813
0, 1525238947.459783572, 1525238947.459812922
0, 1525238947.493388901, 1525238947.493416111
0, 1525238947.526913489, 1525238947.526939579
0, 1525238947.560520587, 1525238947.560548288
0, 1525238947.594032425, 1525238947.594050135
0, 1525238947.628046047, 1525238947.628072248
0, 1525238947.661555915, 1525238947.661590706
0, 1525238947.695149034, 1525238947.695168774
0, 1525238947.728649402, 1525238947.728675302
0, 1525238947.762210380, 1525238947.762247710
0, 1525238947.795759258, 1525238947.795799198
0, 1525238947.829363097, 1525238947.829432407
0, 1525238947.862953895, 1525238947.862975145
0, 1525238947.896431953, 1525238947.896470973
0, 1525238947.930463275, 1525238947.930495865
0, 1525238947.964060854, 1525238947.964079574
0, 1525238947.997566142, 1525238947.997589902
0, 1525238948.031129260, 1525238948.031163930
0, 1525238948.064676558, 1525238948.064699938
0, 1525238948.098275826, 1525238948.098309487
0, 1525238948.131758644, 1525238948.131774284
0, 1525238948.165639735, 1525238948.165672385
0, 1525238948.199146993, 1525238948.199219893
0, 1525238948.232837412, 1525238948.232864132
