0, 1525241426.993510376, 1525241426.993559466
0, 1525241427.027178780, 1525241427.027257250
0, 1525241427.060799374, 1525241427.060817804
0, 1525241427.094264659, 1525241427.094282489
0, 1525241427.127703994, 1525241427.127725104
0, 1525241427.161149878, 1525241427.161196508
0, 1525241427.194703933, 1525241427.194729103
0, 1525241427.228197637, 1525241427.228240077
0, 1525241427.261781192, 1525241427.261809352
0, 1525241427.295295437, 1525241427.295323076
0, 1525241427.328828021, 1525241427.328852201
0, 1525241427.362333226, 1525241427.362419206
0, 1525241427.395946030, 1525241427.395968590
0, 1525241427.429447155, 1525241427.429469675
0, 1525241427.462933409, 1525241427.462951889
0, 1525241427.496421224, 1525241427.496446924
0, 1525241427.529901369, 1525241427.529941279
0, 1525241427.563438393, 1525241427.563463853
0, 1525241427.596957928, 1525241427.596981208
0, 1525241427.630468762, 1525241427.630496562
0, 1525241427.663990757, 1525241427.664007057
0, 1525241427.697467941, 1525241427.697485651
0, 1525241427.730948426, 1525241427.730964576
0, 1525241427.764377451, 1525241427.764406791
0, 1525241427.797917155, 1525241427.797972825
0, 1525241427.831402340, 1525241427.831417770
0, 1525241427.864878825, 1525241427.864895405
0, 1525241427.898373499, 1525241427.898390979
0, 1525241427.931854494, 1525241427.931870724
0, 1525241427.965287779, 1525241427.965314269
0, 1525241427.998785783, 1525241427.998801733
0, 1525241428.032297798, 1525241428.032329488
0, 1525241428.065817173, 1525241428.065870103
0, 1525241428.099378408, 1525241428.099409898
0, 1525241428.132928853, 1525241428.132965003
0, 1525241428.166529818, 1525241428.166572078
0, 1525241428.200037633, 1525241428.200058513
0, 1525241428.233595098, 1525241428.233620658
0, 1525241428.267069083, 1525241428.267084373
0, 1525241428.300536348, 1525241428.300575488
0, 1525241428.334051403, 1525241428.334077493
0, 1525241428.367562128, 1525241428.367597548
0, 1525241428.401083603, 1525241428.401105033
0, 1525241428.434590008, 1525241428.434607428
0, 1525241428.468068143, 1525241428.468085123
0, 1525241428.501529648, 1525241428.501567368
0, 1525241428.534988173, 1525241428.535006703
0, 1525241428.568452158, 1525241428.568477978
0, 1525241428.601963403, 1525241428.601984283
0, 1525241428.635454958, 1525241428.635499938
0, 1525241428.668958523, 1525241428.668973033
0, 1525241428.702392789, 1525241428.702408959
0, 1525241428.735859374, 1525241428.735876204
0, 1525241428.769334689, 1525241428.769361609
0, 1525241428.802846014, 1525241428.802863904
0, 1525241428.836377069, 1525241428.836421209
0, 1525241428.869894144, 1525241428.869921424
0, 1525241428.903389149, 1525241428.903406269
0, 1525241428.936858294, 1525241428.936875214
0, 1525241428.970297469, 1525241428.970339399
0, 1525241429.003873864, 1525241429.003911174
0, 1525241429.037414229, 1525241429.037431359
0, 1525241429.070890695, 1525241429.070920225
